scenario,section,left,right,method,observations,correlation
migration_alpha,relative_components,rel_capitalized_rnd_stock_assets,rel_capex_intensity,spearman,58902,-0.1184855700711317
migration_alpha,relative_components,rel_rnd_positive_share_3y,rel_rnd_positive_share_3y,spearman,52951,1.0
migration_alpha,relative_components,rel_rnd_positive_share_3y,rel_gross_profit_lag_sga,spearman,52951,0.0025557227476141
migration_alpha,relative_components,rel_rnd_positive_share_3y,rel_revenue_change_lag_sga,spearman,52951,-0.0028197553308314
migration_alpha,relative_components,rel_rnd_positive_share_3y,rel_advertising_intensity,spearman,20263,0.0010942220219573
migration_alpha,relative_components,rel_rnd_positive_share_3y,rel_operating_margin,spearman,52951,0.0036922643035135
migration_alpha,relative_components,rel_rnd_positive_share_3y,rel_cash_adjusted_roic,spearman,52951,0.0027535266267638
migration_alpha,relative_components,rel_rnd_positive_share_3y,rel_gross_profitability_lag_assets,spearman,52951,-0.0025965715078172
migration_alpha,relative_components,rel_rnd_positive_share_3y,rel_cash_conversion_lag_assets,spearman,52951,0.0019944350606856
migration_alpha,relative_components,rel_rnd_positive_share_3y,rel_asset_turnover,spearman,52951,-0.008211631490141
migration_alpha,relative_components,rel_rnd_positive_share_3y,rel_asset_lightness,spearman,52951,-0.0094564151096656
migration_alpha,relative_components,rel_rnd_positive_share_3y,rel_incremental_operating_margin,spearman,50398,0.0018333353756777
migration_alpha,relative_components,rel_rnd_positive_share_3y,rel_capex_intensity,spearman,52951,0.0111330917529782
migration_alpha,relative_components,rel_gross_profit_lag_sga,rel_gross_profit_lag_sga,spearman,55900,1.0
migration_alpha,relative_components,rel_gross_profit_lag_sga,rel_revenue_change_lag_sga,spearman,55900,0.6663539051383957
migration_alpha,relative_components,rel_gross_profit_lag_sga,rel_advertising_intensity,spearman,21382,0.4137827189789606
migration_alpha,relative_components,rel_gross_profit_lag_sga,rel_operating_margin,spearman,55900,0.5090772790275618
migration_alpha,relative_components,rel_gross_profit_lag_sga,rel_cash_adjusted_roic,spearman,55900,0.689063217463232
migration_alpha,relative_components,rel_gross_profit_lag_sga,rel_gross_profitability_lag_assets,spearman,55900,0.8371878589815577
migration_alpha,relative_components,rel_gross_profit_lag_sga,rel_cash_conversion_lag_assets,spearman,55900,0.6693612228054251
migration_alpha,relative_components,rel_gross_profit_lag_sga,rel_asset_turnover,spearman,55900,0.6112349234991238
migration_alpha,relative_components,rel_gross_profit_lag_sga,rel_asset_lightness,spearman,55900,0.3205955392876445
migration_alpha,relative_components,rel_gross_profit_lag_sga,rel_incremental_operating_margin,spearman,53186,0.0694806676695087
migration_alpha,relative_components,rel_gross_profit_lag_sga,rel_capex_intensity,spearman,55900,-0.4413121440331967
migration_alpha,relative_components,rel_revenue_change_lag_sga,rel_revenue_change_lag_sga,spearman,55900,1.0
migration_alpha,relative_components,rel_revenue_change_lag_sga,rel_advertising_intensity,spearman,21382,0.0315939821598767
migration_alpha,relative_components,rel_revenue_change_lag_sga,rel_operating_margin,spearman,55900,0.0407324897930281
migration_alpha,relative_components,rel_revenue_change_lag_sga,rel_cash_adjusted_roic,spearman,55900,0.3231975922126929
migration_alpha,relative_components,rel_revenue_change_lag_sga,rel_gross_profitability_lag_assets,spearman,55900,0.495162683536142
migration_alpha,relative_components,rel_revenue_change_lag_sga,rel_cash_conversion_lag_assets,spearman,55900,0.2945414282374041
migration_alpha,relative_components,rel_revenue_change_lag_sga,rel_asset_turnover,spearman,55900,0.6968146248744698
migration_alpha,relative_components,rel_revenue_change_lag_sga,rel_asset_lightness,spearman,55900,0.1174940122506217
migration_alpha,relative_components,rel_revenue_change_lag_sga,rel_incremental_operating_margin,spearman,53186,-0.0226899296039658
migration_alpha,relative_components,rel_revenue_change_lag_sga,rel_capex_intensity,spearman,55900,-0.4528227427915287
migration_alpha,relative_components,rel_advertising_intensity,rel_advertising_intensity,spearman,22544,1.0
migration_alpha,relative_components,rel_advertising_intensity,rel_operating_margin,spearman,22544,0.5661103178653399
migration_alpha,relative_components,rel_advertising_intensity,rel_cash_adjusted_roic,spearman,21382,0.5261047800106272
migration_alpha,relative_components,rel_advertising_intensity,rel_gross_profitability_lag_assets,spearman,21382,0.2559034791639192
migration_alpha,relative_components,rel_advertising_intensity,rel_cash_conversion_lag_assets,spearman,21382,0.5334016295634191
migration_alpha,relative_components,rel_advertising_intensity,rel_asset_turnover,spearman,21382,0.1332548100534721
migration_alpha,relative_components,rel_advertising_intensity,rel_asset_lightness,spearman,22544,0.2342316585342458
migration_alpha,relative_components,rel_advertising_intensity,rel_incremental_operating_margin,spearman,20356,0.1163371914078041
migration_alpha,relative_components,rel_advertising_intensity,rel_capex_intensity,spearman,22544,-0.1256429533936732
migration_alpha,relative_components,rel_operating_margin,rel_operating_margin,spearman,58902,1.0
migration_alpha,relative_components,rel_operating_margin,rel_cash_adjusted_roic,spearman,55900,0.8866072715174775
migration_alpha,relative_components,rel_operating_margin,rel_gross_profitability_lag_assets,spearman,55900,0.470246964659661
migration_alpha,relative_components,rel_operating_margin,rel_cash_conversion_lag_assets,spearman,55900,0.9123297472217198
migration_alpha,relative_components,rel_operating_margin,rel_asset_turnover,spearman,55900,0.1800505242957931
migration_alpha,relative_components,rel_operating_margin,rel_asset_lightness,spearman,58902,0.2984861571782616
migration_alpha,relative_components,rel_operating_margin,rel_incremental_operating_margin,spearman,53186,0.1903815534841167
migration_alpha,relative_components,rel_operating_margin,rel_capex_intensity,spearman,58902,-0.1720537122397177
migration_alpha,relative_components,rel_cash_adjusted_roic,rel_cash_adjusted_roic,spearman,55900,1.0
migration_alpha,relative_components,rel_cash_adjusted_roic,rel_gross_profitability_lag_assets,spearman,55900,0.7313133177295886
migration_alpha,relative_components,rel_cash_adjusted_roic,rel_cash_conversion_lag_assets,spearman,55900,0.9792320593882924
migration_alpha,relative_components,rel_cash_adjusted_roic,rel_asset_turnover,spearman,55900,0.560692361081035
migration_alpha,relative_components,rel_cash_adjusted_roic,rel_asset_lightness,spearman,55900,0.4904782197526354
migration_alpha,relative_components,rel_cash_adjusted_roic,rel_incremental_operating_margin,spearman,53186,0.1677099206917311
migration_alpha,relative_components,rel_cash_adjusted_roic,rel_capex_intensity,spearman,55900,-0.4412767671694277
migration_alpha,relative_components,rel_gross_profitability_lag_assets,rel_gross_profitability_lag_assets,spearman,55900,1.0
migration_alpha,relative_components,rel_gross_profitability_lag_assets,rel_cash_conversion_lag_assets,spearman,55900,0.6783271769990956
migration_alpha,relative_components,rel_gross_profitability_lag_assets,rel_asset_turnover,spearman,55900,0.7840734222575879
migration_alpha,relative_components,rel_gross_profitability_lag_assets,rel_asset_lightness,spearman,55900,0.576595742793082
migration_alpha,relative_components,rel_gross_profitability_lag_assets,rel_incremental_operating_margin,spearman,53186,0.0746405600936024
migration_alpha,relative_components,rel_gross_profitability_lag_assets,rel_capex_intensity,spearman,55900,-0.5910657903838359
migration_alpha,relative_components,rel_cash_conversion_lag_assets,rel_cash_conversion_lag_assets,spearman,55900,1.0
migration_alpha,relative_components,rel_cash_conversion_lag_assets,rel_asset_turnover,spearman,55900,0.4866091284380872
migration_alpha,relative_components,rel_cash_conversion_lag_assets,rel_asset_lightness,spearman,55900,0.4025934321926251
migration_alpha,relative_components,rel_cash_conversion_lag_assets,rel_incremental_operating_margin,spearman,53186,0.1741444324510012
migration_alpha,relative_components,rel_cash_conversion_lag_assets,rel_capex_intensity,spearman,55900,-0.4088750398960784
migration_alpha,relative_components,rel_asset_turnover,rel_asset_turnover,spearman,55900,1.0
migration_alpha,relative_components,rel_asset_turnover,rel_asset_lightness,spearman,55900,0.5677158600235787
migration_alpha,relative_components,rel_asset_turnover,rel_incremental_operating_margin,spearman,53186,0.0125737437515345
migration_alpha,relative_components,rel_asset_turnover,rel_capex_intensity,spearman,55900,-0.7097215855134902
migration_alpha,relative_components,rel_asset_lightness,rel_asset_lightness,spearman,58902,0.9999999999999998
migration_alpha,relative_components,rel_asset_lightness,rel_incremental_operating_margin,spearman,53186,0.0538281189936393
migration_alpha,relative_components,rel_asset_lightness,rel_capex_intensity,spearman,58902,-0.5361922412316724
migration_alpha,relative_components,rel_incremental_operating_margin,rel_incremental_operating_margin,spearman,53186,1.0
migration_alpha,relative_components,rel_incremental_operating_margin,rel_capex_intensity,spearman,53186,-0.0194705573953928
migration_alpha,relative_components,rel_capex_intensity,rel_capex_intensity,spearman,58902,1.0
migration_alpha,anchored_components,anch_gross_margin,anch_gross_margin,spearman,58718,1.0
migration_alpha,anchored_components,anch_gross_margin,anch_revenue_cagr_3y,spearman,49948,0.0710168927026038
migration_alpha,anchored_components,anch_gross_margin,anch_gross_margin_volatility_3y,spearman,52776,0.0104894609537733
migration_alpha,anchored_components,anch_gross_margin,anch_industry_sales_hhi,spearman,58718,-0.0296930692797951
migration_alpha,anchored_components,anch_gross_margin,anch_log_active_firm_count,spearman,58718,0.0118687905070208
migration_alpha,anchored_components,anch_gross_margin,anch_rd_intensity_zero,spearman,58718,0.1949537439759923
migration_alpha,anchored_components,anch_gross_margin,anch_capitalized_rnd_stock_assets,spearman,58718,0.1925793334607766
migration_alpha,anchored_components,anch_gross_margin,anch_rnd_positive_share_3y,spearman,52776,-0.0051416453870265
migration_alpha,anchored_components,anch_gross_margin,anch_gross_profit_lag_sga,spearman,55721,0.6777275827413191
migration_alpha,anchored_components,anch_gross_margin,anch_revenue_change_lag_sga,spearman,55721,0.0377405267069186
migration_alpha,anchored_components,anch_gross_margin,anch_advertising_intensity,spearman,22409,0.275207869598544
migration_alpha,anchored_components,anch_gross_margin,anch_operating_margin,spearman,58718,0.5705033727171757
migration_alpha,anchored_components,anch_gross_margin,anch_cash_adjusted_roic,spearman,55721,0.5554324727947361
migration_alpha,anchored_components,anch_gross_margin,anch_gross_profitability_lag_assets,spearman,55721,0.7242498175782363
migration_alpha,anchored_components,anch_gross_margin,anch_cash_conversion_lag_assets,spearman,55721,0.5546698719285835
migration_alpha,anchored_components,anch_gross_margin,anch_asset_turnover,spearman,55721,0.1884657640140804
migration_alpha,anchored_components,anch_gross_margin,anch_asset_lightness,spearman,58718,0.3049912081960612
migration_alpha,anchored_components,anch_gross_margin,anch_incremental_operating_margin,spearman,53013,0.1095290319972243
migration_alpha,anchored_components,anch_gross_margin,anch_capex_intensity,spearman,58718,-0.1799260192898123
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_revenue_cagr_3y,spearman,49948,1.0
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_gross_margin_volatility_3y,spearman,49948,0.0005026208874413
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_industry_sales_hhi,spearman,49948,-0.0076648668447786
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_log_active_firm_count,spearman,49948,-0.0030764185040989
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_rd_intensity_zero,spearman,49948,0.0425022453743537
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_capitalized_rnd_stock_assets,spearman,49948,-0.1382324144308437
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_rnd_positive_share_3y,spearman,49948,-0.0050054374187059
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_gross_profit_lag_sga,spearman,49948,0.3872930756458823
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_revenue_change_lag_sga,spearman,49948,0.5040131766231116
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_advertising_intensity,spearman,19115,0.0512646903541085
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_operating_margin,spearman,49948,0.0623115088435838
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_cash_adjusted_roic,spearman,49948,0.2946999660719345
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_gross_profitability_lag_assets,spearman,49948,0.4388490112503475
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_cash_conversion_lag_assets,spearman,49948,0.2586471256143917
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_asset_turnover,spearman,49948,0.5772134784514679
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_asset_lightness,spearman,49948,0.2224832691117612
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_incremental_operating_margin,spearman,47538,-0.0022325769200896
migration_alpha,anchored_components,anch_revenue_cagr_3y,anch_capex_intensity,spearman,49948,-0.3979325099175836
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_gross_margin_volatility_3y,spearman,52776,1.0
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_industry_sales_hhi,spearman,52776,0.0029556760826425
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_log_active_firm_count,spearman,52776,-0.0023665936223517
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_rd_intensity_zero,spearman,52776,-0.0078215554444783
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_capitalized_rnd_stock_assets,spearman,52776,-0.0216409189714965
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_rnd_positive_share_3y,spearman,52776,-0.0037180800381112
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_gross_profit_lag_sga,spearman,52776,0.0064873168795067
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_revenue_change_lag_sga,spearman,52776,0.0027665406744795
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_advertising_intensity,spearman,20201,0.0008691851477645
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_operating_margin,spearman,52776,0.0067425432178554
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_cash_adjusted_roic,spearman,52776,0.0073203153491212
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_gross_profitability_lag_assets,spearman,52776,0.0077845986136466
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_cash_conversion_lag_assets,spearman,52776,0.0083369734334354
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_asset_turnover,spearman,52776,0.0049958339433096
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_asset_lightness,spearman,52776,0.0009250285733241
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_incremental_operating_margin,spearman,50226,0.0351444925935887
migration_alpha,anchored_components,anch_gross_margin_volatility_3y,anch_capex_intensity,spearman,52776,-0.0067775115943933
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_industry_sales_hhi,spearman,58718,1.0
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_log_active_firm_count,spearman,58718,-0.1960930891132373
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_rd_intensity_zero,spearman,58718,0.0008532677591558
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_capitalized_rnd_stock_assets,spearman,58718,0.008993167356276
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_rnd_positive_share_3y,spearman,52776,0.0079753751820407
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_gross_profit_lag_sga,spearman,55721,-0.0291512701954736
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_revenue_change_lag_sga,spearman,55721,-0.0029085027629391
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_advertising_intensity,spearman,22409,-0.0390259709845675
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_operating_margin,spearman,58718,-0.0037966133493605
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_cash_adjusted_roic,spearman,55721,-0.0030667083062863
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_gross_profitability_lag_assets,spearman,55721,-0.0206955565006035
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_cash_conversion_lag_assets,spearman,55721,-0.003417091750472
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_asset_turnover,spearman,55721,-0.0013177923134498
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_asset_lightness,spearman,58718,-0.0050390765085018
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_incremental_operating_margin,spearman,53013,0.0053023519299491
migration_alpha,anchored_components,anch_industry_sales_hhi,anch_capex_intensity,spearman,58718,-0.0006133997747061
migration_alpha,anchored_components,anch_log_active_firm_count,anch_log_active_firm_count,spearman,58718,1.0
migration_alpha,anchored_components,anch_log_active_firm_count,anch_rd_intensity_zero,spearman,58718,-0.0002917626360948
migration_alpha,anchored_components,anch_log_active_firm_count,anch_capitalized_rnd_stock_assets,spearman,58718,-0.0124609539819096
migration_alpha,anchored_components,anch_log_active_firm_count,anch_rnd_positive_share_3y,spearman,52776,-0.0286356665209877
migration_alpha,anchored_components,anch_log_active_firm_count,anch_gross_profit_lag_sga,spearman,55721,0.0107368405324361
migration_alpha,anchored_components,anch_log_active_firm_count,anch_revenue_change_lag_sga,spearman,55721,0.0007359128837057
migration_alpha,anchored_components,anch_log_active_firm_count,anch_advertising_intensity,spearman,22409,0.0154691216082869
migration_alpha,anchored_components,anch_log_active_firm_count,anch_operating_margin,spearman,58718,-0.0222298432232
migration_alpha,anchored_components,anch_log_active_firm_count,anch_cash_adjusted_roic,spearman,55721,-0.0309792324601547
migration_alpha,anchored_components,anch_log_active_firm_count,anch_gross_profitability_lag_assets,spearman,55721,-0.0126410051919265
migration_alpha,anchored_components,anch_log_active_firm_count,anch_cash_conversion_lag_assets,spearman,55721,-0.0283126642303391
migration_alpha,anchored_components,anch_log_active_firm_count,anch_asset_turnover,spearman,55721,-0.0273765915157963
migration_alpha,anchored_components,anch_log_active_firm_count,anch_asset_lightness,spearman,58718,-0.0447912479212955
migration_alpha,anchored_components,anch_log_active_firm_count,anch_incremental_operating_margin,spearman,53013,-0.0011784726102546
migration_alpha,anchored_components,anch_log_active_firm_count,anch_capex_intensity,spearman,58718,0.0316444197356611
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_rd_intensity_zero,spearman,58718,1.0
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_capitalized_rnd_stock_assets,spearman,58718,0.5939447007049421
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_rnd_positive_share_3y,spearman,52776,0.4190537742133012
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_gross_profit_lag_sga,spearman,55721,0.1675984476969559
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_revenue_change_lag_sga,spearman,55721,0.0205233121688232
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_advertising_intensity,spearman,22409,0.1457676844822902
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_operating_margin,spearman,58718,0.1733823721626937
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_cash_adjusted_roic,spearman,55721,0.2043780700088998
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_gross_profitability_lag_assets,spearman,55721,0.1809366261958963
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_cash_conversion_lag_assets,spearman,55721,0.1790928212288936
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_asset_turnover,spearman,55721,0.0913433935808686
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_asset_lightness,spearman,58718,0.1494734317953477
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_incremental_operating_margin,spearman,53013,0.0363167799591985
migration_alpha,anchored_components,anch_rd_intensity_zero,anch_capex_intensity,spearman,58718,-0.0803913747802684
migration_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_capitalized_rnd_stock_assets,spearman,58718,1.0
migration_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_rnd_positive_share_3y,spearman,52776,0.4327739428276771
migration_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_gross_profit_lag_sga,spearman,55721,0.1157783329000549
migration_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_revenue_change_lag_sga,spearman,55721,-0.0843837299414969
migration_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_advertising_intensity,spearman,22409,0.1453226343039322
migration_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_operating_margin,spearman,58718,0.1768658178446993
migration_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_cash_adjusted_roic,spearman,55721,0.2030137422019226
migration_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_gross_profitability_lag_assets,spearman,55721,0.1611170375934794
migration_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_cash_conversion_lag_assets,spearman,55721,0.1744077623704103
migration_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_asset_turnover,spearman,55721,0.0517088330130453
migration_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_asset_lightness,spearman,58718,0.1909290272802074
migration_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_incremental_operating_margin,spearman,53013,0.0325220268600236
migration_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_capex_intensity,spearman,58718,-0.1223415765677408
migration_alpha,anchored_components,anch_rnd_positive_share_3y,anch_rnd_positive_share_3y,spearman,52776,1.0
migration_alpha,anchored_components,anch_rnd_positive_share_3y,anch_gross_profit_lag_sga,spearman,52776,-0.0047516083645305
migration_alpha,anchored_components,anch_rnd_positive_share_3y,anch_revenue_change_lag_sga,spearman,52776,-0.0022742125368486
migration_alpha,anchored_components,anch_rnd_positive_share_3y,anch_advertising_intensity,spearman,20201,-0.0049739482001955
migration_alpha,anchored_components,anch_rnd_positive_share_3y,anch_operating_margin,spearman,52776,-0.0060908751986215
migration_alpha,anchored_components,anch_rnd_positive_share_3y,anch_cash_adjusted_roic,spearman,52776,-0.0052228647163421
migration_alpha,anchored_components,anch_rnd_positive_share_3y,anch_gross_profitability_lag_assets,spearman,52776,-0.0072048105746141
migration_alpha,anchored_components,anch_rnd_positive_share_3y,anch_cash_conversion_lag_assets,spearman,52776,-0.0061441225389663
migration_alpha,anchored_components,anch_rnd_positive_share_3y,anch_asset_turnover,spearman,52776,-0.007709846983782
migration_alpha,anchored_components,anch_rnd_positive_share_3y,anch_asset_lightness,spearman,52776,-0.0054477518927406
migration_alpha,anchored_components,anch_rnd_positive_share_3y,anch_incremental_operating_margin,spearman,50226,-0.0011118724111155
migration_alpha,anchored_components,anch_rnd_positive_share_3y,anch_capex_intensity,spearman,52776,0.009735824377854
migration_alpha,anchored_components,anch_gross_profit_lag_sga,anch_gross_profit_lag_sga,spearman,55721,1.0
migration_alpha,anchored_components,anch_gross_profit_lag_sga,anch_revenue_change_lag_sga,spearman,55721,0.6645065365959474
migration_alpha,anchored_components,anch_gross_profit_lag_sga,anch_advertising_intensity,spearman,21313,0.4339006190279612
migration_alpha,anchored_components,anch_gross_profit_lag_sga,anch_operating_margin,spearman,55721,0.516353224214579
migration_alpha,anchored_components,anch_gross_profit_lag_sga,anch_cash_adjusted_roic,spearman,55721,0.6913009746496287
migration_alpha,anchored_components,anch_gross_profit_lag_sga,anch_gross_profitability_lag_assets,spearman,55721,0.8407522432379476
migration_alpha,anchored_components,anch_gross_profit_lag_sga,anch_cash_conversion_lag_assets,spearman,55721,0.6720784464240559
migration_alpha,anchored_components,anch_gross_profit_lag_sga,anch_asset_turnover,spearman,55721,0.6095365167363461
migration_alpha,anchored_components,anch_gross_profit_lag_sga,anch_asset_lightness,spearman,55721,0.3212425603449626
migration_alpha,anchored_components,anch_gross_profit_lag_sga,anch_incremental_operating_margin,spearman,53013,0.0740949363078846
migration_alpha,anchored_components,anch_gross_profit_lag_sga,anch_capex_intensity,spearman,55721,-0.4422940631608427
migration_alpha,anchored_components,anch_revenue_change_lag_sga,anch_revenue_change_lag_sga,spearman,55721,1.0
migration_alpha,anchored_components,anch_revenue_change_lag_sga,anch_advertising_intensity,spearman,21313,0.0331030031305623
migration_alpha,anchored_components,anch_revenue_change_lag_sga,anch_operating_margin,spearman,55721,0.0396387597437087
migration_alpha,anchored_components,anch_revenue_change_lag_sga,anch_cash_adjusted_roic,spearman,55721,0.3179127691669552
migration_alpha,anchored_components,anch_revenue_change_lag_sga,anch_gross_profitability_lag_assets,spearman,55721,0.4948678900714082
migration_alpha,anchored_components,anch_revenue_change_lag_sga,anch_cash_conversion_lag_assets,spearman,55721,0.2893291371871146
migration_alpha,anchored_components,anch_revenue_change_lag_sga,anch_asset_turnover,spearman,55721,0.6972414023389413
migration_alpha,anchored_components,anch_revenue_change_lag_sga,anch_asset_lightness,spearman,55721,0.1190768818527158
migration_alpha,anchored_components,anch_revenue_change_lag_sga,anch_incremental_operating_margin,spearman,53013,-0.023294777114173
migration_alpha,anchored_components,anch_revenue_change_lag_sga,anch_capex_intensity,spearman,55721,-0.4554982601553786
migration_alpha,anchored_components,anch_advertising_intensity,anch_advertising_intensity,spearman,22409,1.0
migration_alpha,anchored_components,anch_advertising_intensity,anch_operating_margin,spearman,22409,0.5853004156411068
migration_alpha,anchored_components,anch_advertising_intensity,anch_cash_adjusted_roic,spearman,21313,0.5453718240445709
migration_alpha,anchored_components,anch_advertising_intensity,anch_gross_profitability_lag_assets,spearman,21313,0.2587488187920563
migration_alpha,anchored_components,anch_advertising_intensity,anch_cash_conversion_lag_assets,spearman,21313,0.5536591269927446
migration_alpha,anchored_components,anch_advertising_intensity,anch_asset_turnover,spearman,21313,0.1345490423481021
migration_alpha,anchored_components,anch_advertising_intensity,anch_asset_lightness,spearman,22409,0.2299726262170946
migration_alpha,anchored_components,anch_advertising_intensity,anch_incremental_operating_margin,spearman,20290,0.1244740533437356
migration_alpha,anchored_components,anch_advertising_intensity,anch_capex_intensity,spearman,22409,-0.1286374107077003
migration_alpha,anchored_components,anch_operating_margin,anch_operating_margin,spearman,58718,1.0
migration_alpha,anchored_components,anch_operating_margin,anch_cash_adjusted_roic,spearman,55721,0.8973952992039738
migration_alpha,anchored_components,anch_operating_margin,anch_gross_profitability_lag_assets,spearman,55721,0.4699908572917067
migration_alpha,anchored_components,anch_operating_margin,anch_cash_conversion_lag_assets,spearman,55721,0.9232209046013924
migration_alpha,anchored_components,anch_operating_margin,anch_asset_turnover,spearman,55721,0.1833401119302362
migration_alpha,anchored_components,anch_operating_margin,anch_asset_lightness,spearman,58718,0.3004244556730881
migration_alpha,anchored_components,anch_operating_margin,anch_incremental_operating_margin,spearman,53013,0.1994306070059466
migration_alpha,anchored_components,anch_operating_margin,anch_capex_intensity,spearman,58718,-0.1759743732084598
migration_alpha,anchored_components,anch_cash_adjusted_roic,anch_cash_adjusted_roic,spearman,55721,1.0
migration_alpha,anchored_components,anch_cash_adjusted_roic,anch_gross_profitability_lag_assets,spearman,55721,0.7286372874939008
migration_alpha,anchored_components,anch_cash_adjusted_roic,anch_cash_conversion_lag_assets,spearman,55721,0.9822002008330678
migration_alpha,anchored_components,anch_cash_adjusted_roic,anch_asset_turnover,spearman,55721,0.5605744292201799
migration_alpha,anchored_components,anch_cash_adjusted_roic,anch_asset_lightness,spearman,55721,0.4964390301454664
migration_alpha,anchored_components,anch_cash_adjusted_roic,anch_incremental_operating_margin,spearman,53013,0.1760154067861598
migration_alpha,anchored_components,anch_cash_adjusted_roic,anch_capex_intensity,spearman,55721,-0.4454054586128635
migration_alpha,anchored_components,anch_gross_profitability_lag_assets,anch_gross_profitability_lag_assets,spearman,55721,1.0
migration_alpha,anchored_components,anch_gross_profitability_lag_assets,anch_cash_conversion_lag_assets,spearman,55721,0.6752048818430824
migration_alpha,anchored_components,anch_gross_profitability_lag_assets,anch_asset_turnover,spearman,55721,0.7885307684370717
migration_alpha,anchored_components,anch_gross_profitability_lag_assets,anch_asset_lightness,spearman,55721,0.5869795014272103
migration_alpha,anchored_components,anch_gross_profitability_lag_assets,anch_incremental_operating_margin,spearman,53013,0.0783987166957364
migration_alpha,anchored_components,anch_gross_profitability_lag_assets,anch_capex_intensity,spearman,55721,-0.6002574663587306
migration_alpha,anchored_components,anch_cash_conversion_lag_assets,anch_cash_conversion_lag_assets,spearman,55721,1.0
